,Age,Gender,Education Level,Job Title,Years of Experience,Salary,Country,Race
1340,28,Female,Master's Degree,Back end Developer,3,90000,USA,White
1341,43,Male,PhD,Senior Software Engineer,12,170000,USA,Asian
1342,42,Male,PhD,Senior Software Engineer,14,170000,USA,African American
1343,48,Male,PhD,Senior Project Engineer,16,190000,Canada,Black
1344,27,Female,Master's Degree,Back end Developer,2,70000,USA,Hispanic
1345,49,Male,PhD,Software Engineer Manager,15,185000,Canada,Asian
1346,44,Male,PhD,Senior Project Engineer,12,170000,Canada,Black
1347,27,Female,Master's Degree,Full Stack Engineer,3,100000,Canada,Asian
1348,37,Male,Master's Degree,Senior Software Engineer,10,155000,China,White
1349,44,Female,Master's Degree,Senior Project Engineer,12,170000,Australia,Asian
1350,56,Male,PhD,Software Engineer Manager,18,195000,Australia,Australian
1351,49,Male,PhD,Software Engineer Manager,15,185000,Canada,Asian
1352,27,Male,Bachelor's Degree,Front end Developer,2,70000,USA,African American
1353,48,Male,PhD,Senior Project Engineer,16,190000,China,Korean
1354,31,Male,Master's Degree,Full Stack Engineer,7,140000,Australia,White
1355,25,Male,Bachelor's Degree,Front end Developer,1,60000,Canada,Asian
1356,50,Male,PhD,Software Engineer Manager,16,190000,UK,White
1357,46,Male,PhD,Software Engineer Manager,14,180000,China,White
1358,33,Male,Master's Degree,Full Stack Engineer,6,130000,Canada,Black
1359,42,Male,PhD,Senior Software Engineer,14,170000,USA,Asian
1360,41,Male,PhD,Senior Project Engineer,12,165000,Australia,Australian
1361,43,Male,PhD,Senior Project Engineer,13,185000,UK,Mixed
1362,32,Male,Master's Degree,Back end Developer,6,130000,Australia,Asian
1363,24,Male,Bachelor's Degree,Front end Developer,1,60000,USA,Asian
1364,44,Female,Master's Degree,Senior Software Engineer,11,170000,China,Korean
1365,36,Male,Master's Degree,Senior Software Engineer,7,140000,China,White
1366,28,Female,Master's Degree,Full Stack Engineer,4,110000,Australia,White
1367,28,Male,Bachelor's Degree,Front end Developer,2,70000,USA,White
1368,37,Male,Master's Degree,Senior Software Engineer,9,145000,UK,Asian
1369,54,Male,PhD,Software Engineer Manager,16,190000,USA,Hispanic
1370,58,Male,PhD,Software Engineer Manager,17,200000,China,White
1371,27,Male,Bachelor's Degree,Front end Developer,3,80000,Canada,Black
1372,30,Male,Bachelor's Degree,Back end Developer,4,95000,USA,African American
1373,27,Female,Master's Degree,Full Stack Engineer,3,100000,USA,Hispanic
1374,54,Male,PhD,Software Engineer Manager,17,195000,Australia,Asian
1375,49,Male,PhD,Software Engineer Manager,15,185000,China,White
1376,38,Male,Master's Degree,Senior Software Engineer,10,155000,Canada,Asian
1377,54,Male,PhD,Software Engineer Manager,18,195000,USA,White
1378,31,Male,Master's Degree,Senior Project Engineer,6,125000,USA,Hispanic
1379,56,Male,PhD,Software Engineer Manager,17,195000,Canada,Black
1380,31,Male,Master's Degree,Senior Software Engineer,7,140000,UK,Mixed
1381,42,Male,PhD,Senior Software Engineer,14,170000,China,Korean
1382,44,Male,Master's Degree,Senior Project Engineer,11,170000,Canada,White
1383,37,Male,Master's Degree,Senior Software Engineer,9,150000,Australia,Asian
1384,24,Female,Bachelor's Degree,Back end Developer,1,60000,USA,Hispanic
1385,27,Male,Bachelor's Degree,Front end Developer,2,70000,Australia,Australian
1386,42,Male,PhD,Senior Software Engineer,14,170000,Australia,White
1387,24,Female,Bachelor's Degree,Front end Developer,1,55000,USA,White
1388,28,Female,Bachelor's Degree,Front end Developer,3,80000,UK,Welsh
1389,43,Male,PhD,Senior Project Engineer,13,185000,Canada,Asian
1390,31,Male,Master's Degree,Full Stack Engineer,7,140000,China,Korean
1391,43,Male,PhD,Software Engineer Manager,13,180000,UK,Asian
1392,27,Female,Master's Degree,Back end Developer,2,70000,China,Korean
1393,49,Male,PhD,Software Engineer Manager,15,185000,UK,White
1394,48,Male,PhD,Senior Project Engineer,16,190000,Australia,White
1395,30,Female,Master's Degree,Back end Developer,6,130000,Australia,Australian
1396,28,Female,Master's Degree,Full Stack Engineer,4,110000,China,White
1397,46,Male,PhD,Software Engineer Manager,14,180000,China,Korean
1398,37,Male,Master's Degree,Senior Software Engineer,9,145000,USA,African American
1399,42,Male,PhD,Senior Software Engineer,14,170000,China,Korean
1400,43,Male,PhD,Senior Project Engineer,12,165000,China,Chinese
1401,31,Male,Master's Degree,Senior Software Engineer,7,140000,Canada,White
1402,56,Male,PhD,Software Engineer Manager,17,195000,China,White
1403,37,Male,Master's Degree,Senior Software Engineer,10,155000,USA,White
1404,54,Male,PhD,Software Engineer Manager,16,190000,Australia,Asian
1405,58,Male,PhD,Software Engineer Manager,17,195000,Canada,Asian
1406,33,Male,Master's Degree,Back end Developer,6,130000,China,Chinese
1407,29,Female,Bachelor's Degree,Front end Developer,3,85000,UK,White
1408,52,Male,PhD,Software Engineer Manager,18,200000,China,White
1409,36,Male,Master's Degree,Full Stack Engineer,8,140000,USA,Hispanic
1410,26,Male,Bachelor's Degree,Back end Developer,2,65000,UK,Asian
1411,47,Male,PhD,Senior Project Engineer,16,190000,Australia,Australian
1412,32,Male,Master's Degree,Full Stack Engineer,6,120000,Canada,Black
1413,29,Male,Bachelor's Degree,Front end Developer,3,80000,USA,Asian
1414,28,Female,Master's Degree,Back end Developer,3,90000,USA,Hispanic
1415,54,Male,PhD,Software Engineer Manager,16,190000,USA,Asian
1416,57,Male,PhD,Software Engineer Manager,18,200000,Australia,Australian
1417,51,Male,PhD,Software Engineer Manager,16,190000,UK,Mixed
1418,28,Female,Master's Degree,Full Stack Engineer,4,110000,Canada,Asian
1419,46,Male,PhD,Software Engineer Manager,14,180000,China,White
1420,27,Female,Master's Degree,Back end Developer,2,65000,Australia,Asian
1421,45,Male,PhD,Senior Project Engineer,14,185000,USA,Hispanic
1422,23,Female,Bachelor's Degree,Front end Developer,1,55000,Australia,Australian
1423,36,Male,Master's Degree,Full Stack Engineer,7,130000,Canada,Asian
1424,48,Male,PhD,Senior Project Engineer,16,190000,China,Korean
1425,33,Female,Master's Degree,Full Stack Engineer,5,120000,Australia,Australian
1426,38,Female,Master's Degree,Back end Developer,10,155000,Australia,Australian
1427,51,Male,PhD,Software Engineer Manager,16,190000,USA,Hispanic
1428,27,Female,Master's Degree,Full Stack Engineer,3,100000,Australia,Asian
1429,37,Male,Master's Degree,Senior Software Engineer,9,150000,China,Chinese
1430,44,Female,Master's Degree,Senior Project Engineer,12,170000,USA,White
1431,27,Male,Bachelor's Degree,Front end Developer,3,80000,Australia,Australian
1432,38,Male,Master's Degree,Senior Software Engineer,10,155000,UK,Asian
1433,54,Male,PhD,Software Engineer Manager,17,195000,USA,African American
1434,49,Male,PhD,Software Engineer Manager,15,185000,USA,Asian
1435,27,Male,Bachelor's Degree,Front end Developer,2,70000,Australia,White
1436,48,Male,PhD,Senior Project Engineer,16,190000,China,White
1437,31,Male,Master's Degree,Full Stack Engineer,7,140000,USA,Asian
1438,25,Male,Bachelor's Degree,Front end Developer,1,55000,USA,White
1439,50,Male,PhD,Software Engineer Manager,16,190000,Australia,Australian
1440,46,Male,PhD,Software Engineer Manager,14,180000,Canada,White
1441,33,Male,Master's Degree,Full Stack Engineer,6,130000,USA,African American
1442,42,Male,PhD,Senior Software Engineer,14,170000,USA,Asian
1443,41,Male,PhD,Senior Project Engineer,12,165000,UK,White
1444,43,Male,PhD,Senior Project Engineer,13,185000,China,White
1445,32,Male,Master's Degree,Back end Developer,6,130000,China,Korean
1446,24,Male,Bachelor's Degree,Front end Developer,1,60000,USA,Hispanic
1447,44,Female,Master's Degree,Senior Software Engineer,11,170000,Australia,Australian
1448,36,Male,Master's Degree,Senior Software Engineer,7,140000,Australia,Asian
1449,28,Female,Master's Degree,Full Stack Engineer,4,110000,Canada,Asian
1450,28,Male,Bachelor's Degree,Front end Developer,2,70000,China,Korean
1451,37,Male,Master's Degree,Senior Software Engineer,9,145000,Canada,Black
1452,54,Male,PhD,Software Engineer Manager,16,190000,China,White
1453,58,Male,PhD,Software Engineer Manager,17,200000,Canada,Black
1454,27,Male,Bachelor's Degree,Front end Developer,3,80000,Canada,White
1455,30,Male,Bachelor's Degree,Back end Developer,4,95000,UK,White
1456,27,Female,Master's Degree,Full Stack Engineer,3,100000,UK,White
1457,54,Male,PhD,Software Engineer Manager,17,195000,UK,Asian
1458,49,Male,PhD,Software Engineer Manager,15,185000,USA,African American
1459,38,Male,Master's Degree,Senior Software Engineer,10,155000,USA,Asian
1460,54,Male,PhD,Software Engineer Manager,18,195000,China,Chinese
1461,31,Male,Master's Degree,Senior Project Engineer,6,125000,China,Korean
1462,56,Male,PhD,Software Engineer Manager,17,195000,China,Korean
1463,31,Male,Master's Degree,Senior Software Engineer,7,140000,Canada,Black
1464,42,Male,PhD,Senior Software Engineer,14,170000,Australia,Australian
1465,44,Male,Master's Degree,Senior Project Engineer,11,170000,Australia,White
1466,37,Male,Master's Degree,Senior Software Engineer,9,150000,Canada,Asian
1467,24,Female,Bachelor's Degree,Back end Developer,1,60000,Australia,Australian
1468,27,Male,Bachelor's Degree,Front end Developer,2,70000,UK,Welsh
1469,42,Male,PhD,Senior Software Engineer,14,170000,Australia,White
1470,24,Female,Bachelor's Degree,Front end Developer,1,55000,UK,Welsh
1471,28,Female,Bachelor's Degree,Front end Developer,3,80000,Australia,White
1472,43,Male,PhD,Senior Project Engineer,13,185000,China,White
1473,31,Male,Master's Degree,Full Stack Engineer,7,140000,Australia,White
1474,43,Male,PhD,Software Engineer Manager,13,180000,Australia,White
1475,27,Female,Master's Degree,Back end Developer,2,70000,Canada,White
1476,49,Male,PhD,Software Engineer Manager,15,185000,UK,Welsh
1477,48,Male,PhD,Senior Project Engineer,16,190000,Canada,White
1478,31,Male,Master's Degree,Senior Project Engineer,6,125000,Canada,Asian
1479,40,Male,PhD,Senior Software Engineer,12,160000,UK,Mixed
1480,36,Male,Master's Degree,Senior Software Engineer,8,140000,China,White
1481,54,Male,PhD,Software Engineer Manager,17,195000,Australia,White
1482,27,Male,Bachelor's Degree,Front end Developer,2,70000,USA,African American
1483,28,Male,Bachelor's Degree,Front end Developer,2,70000,UK,White
1484,44,Male,Master's Degree,Senior Project Engineer,11,170000,Canada,Black
1485,43,Male,PhD,Senior Project Engineer,13,185000,China,Korean
1486,54,Male,PhD,Software Engineer Manager,17,195000,Canada,Black
1487,32,Male,Master's Degree,Back end Developer,6,130000,USA,Asian
1488,38,Male,Master's Degree,Senior Software Engineer,10,155000,China,White
1489,49,Male,PhD,Software Engineer Manager,15,185000,Australia,Asian
1490,27,Male,Bachelor's Degree,Front end Developer,3,80000,UK,Mixed
1491,54,Male,PhD,Software Engineer Manager,17,195000,China,Chinese
1492,31,Male,Master's Degree,Senior Project Engineer,7,135000,Australia,Australian
1493,24,Male,Bachelor's Degree,Back end Developer,1,55000,Canada,White
1494,48,Male,PhD,Senior Project Engineer,16,190000,Australia,Asian
1495,27,Female,Master's Degree,Back end Developer,2,70000,China,Chinese
1496,43,Male,PhD,Senior Project Engineer,13,185000,Australia,Australian
1497,44,Male,Master's Degree,Senior Project Engineer,11,170000,Australia,Australian
1498,37,Male,Master's Degree,Senior Software Engineer,9,150000,China,Korean
1499,56,Male,PhD,Software Engineer Manager,17,195000,Canada,White
1500,28,Male,Bachelor's Degree,Front end Developer,2,70000,UK,Mixed
1501,54,Male,PhD,Software Engineer Manager,17,195000,USA,Asian
1502,31,Male,Master's Degree,Senior Project Engineer,6,125000,China,Chinese
1503,49,Male,PhD,Software Engineer Manager,15,185000,Australia,Australian
1504,27,Female,Master's Degree,Back end Developer,2,70000,UK,Mixed
1505,38,Male,Master's Degree,Senior Software Engineer,10,155000,Australia,White
1506,27,Male,Bachelor's Degree,Front end Developer,3,80000,Canada,White
1507,43,Male,PhD,Senior Project Engineer,13,185000,China,White
1508,48,Male,PhD,Senior Project Engineer,16,190000,Canada,Asian
1509,44,Male,Master's Degree,Senior Project Engineer,11,170000,Canada,Asian
1510,54,Male,PhD,Software Engineer Manager,17,195000,China,Chinese
1511,37,Male,Master's Degree,Senior Software Engineer,9,150000,UK,Mixed
1512,28,Male,Bachelor's Degree,Front end Developer,2,70000,China,White
1513,27,Female,Master's Degree,Back end Developer,2,70000,USA,Asian
1514,49,Male,PhD,Software Engineer Manager,15,185000,UK,Welsh
1515,31,Male,Master's Degree,Senior Project Engineer,7,135000,Australia,Asian
1516,27,Male,Bachelor's Degree,Front end Developer,3,80000,Canada,White
1517,54,Male,PhD,Software Engineer Manager,17,195000,UK,Welsh
1518,38,Male,Master's Degree,Senior Software Engineer,10,155000,Australia,Australian
1519,44,Male,Master's Degree,Senior Project Engineer,11,170000,UK,Welsh
1520,43,Male,PhD,Senior Project Engineer,13,185000,Canada,Black
1521,27,Male,Bachelor's Degree,Front end Developer,2,70000,Canada,Black
1522,48,Male,PhD,Senior Project Engineer,16,190000,Canada,Black
1523,31,Male,Master's Degree,Senior Project Engineer,6,125000,USA,Asian
1524,54,Male,PhD,Software Engineer Manager,17,195000,Australia,Australian
1525,37,Male,Master's Degree,Senior Software Engineer,9,150000,Canada,White
1526,28,Male,Bachelor's Degree,Front end Developer,2,70000,UK,Mixed
1527,27,Female,Master's Degree,Back end Developer,2,70000,China,Korean
1528,34,Male,Bachelor's Degree,Front end Developer,5,95000,Canada,White
1529,43,Female,Master's Degree,Senior Software Engineer,12,170000,Australia,Asian
1530,27,Male,Bachelor's Degree,Back end Developer,2,75000,Australia,Asian
1531,56,Female,PhD,Software Engineer Manager,18,210000,China,White
1532,32,Male,Master's Degree,Full Stack Engineer,7,135000,USA,White
1533,40,Male,PhD,Senior Software Engineer,12,160000,China,White
1534,23,Male,Bachelor's Degree,Front end Developer,1,55000,USA,African American
1535,46,Male,PhD,Senior Project Engineer,16,190000,UK,White
1536,41,Female,PhD,Senior Project Engineer,11,165000,UK,Asian
1537,28,Female,Bachelor's Degree,Front end Developer,3,80000,Canada,Black
1538,34,Male,Bachelor's Degree,Back end Developer,6,120000,Australia,Asian
1539,49,Male,PhD,Software Engineer Manager,15,185000,UK,Mixed
1540,43,Male,PhD,Senior Project Engineer,13,185000,Canada,Black
1541,54,Male,PhD,Software Engineer Manager,16,190000,UK,Mixed
1542,36,Male,Master's Degree,Senior Software Engineer,8,140000,Canada,Black
1543,33,Male,Master's Degree,Full Stack Engineer,6,130000,UK,Welsh
1544,27,Female,Master's Degree,Back end Developer,2,70000,Canada,White
1545,44,Male,Master's Degree,Senior Project Engineer,11,170000,Canada,White
1546,31,Male,Master's Degree,Senior Project Engineer,6,125000,China,Korean
1547,38,Male,Master's Degree,Senior Software Engineer,10,155000,USA,Hispanic
1548,27,Male,Bachelor's Degree,Front end Developer,2,70000,USA,African American
1549,54,Male,PhD,Software Engineer Manager,17,195000,Australia,White
1550,31,Male,Master's Degree,Senior Software Engineer,7,140000,China,White
1551,32,Male,Master's Degree,Back end Developer,6,130000,USA,White
1552,38,Female,Master's Degree,Back end Developer,10,155000,UK,Asian
1553,51,Male,PhD,Software Engineer Manager,16,190000,Australia,Asian
1554,28,Male,Bachelor's Degree,Front end Developer,2,70000,UK,Mixed
1555,27,Male,Bachelor's Degree,Front end Developer,3,80000,Canada,Asian
1556,43,Male,PhD,Senior Project Engineer,13,185000,China,White
1557,27,Female,Master's Degree,Full Stack Engineer,3,100000,USA,White
1558,49,Male,PhD,Software Engineer Manager,15,185000,Australia,Asian
1559,48,Male,PhD,Senior Project Engineer,16,190000,Australia,Australian
1560,31,Male,Master's Degree,Senior Project Engineer,7,135000,Australia,White
1561,40,Female,PhD,Senior Software Engineer,12,160000,USA,White
1562,24,Male,Bachelor's Degree,Front end Developer,1,55000,Canada,White
1563,27,Male,Bachelor's Degree,Front end Developer,3,80000,USA,White
1564,42,Male,PhD,Senior Software Engineer,14,170000,Canada,Asian
1565,24,Female,Bachelor's Degree,Front end Developer,1,55000,UK,Welsh
1566,28,Female,Bachelor's Degree,Front end Developer,3,80000,USA,African American
1567,43,Male,PhD,Senior Project Engineer,13,185000,China,White
1568,31,Male,Master's Degree,Full Stack Engineer,7,140000,USA,Asian
1569,43,Male,PhD,Software Engineer Manager,13,180000,China,White
1570,27,Female,Master's Degree,Back end Developer,2,70000,Australia,Australian
1571,49,Male,PhD,Software Engineer Manager,15,185000,USA,African American
1572,48,Male,PhD,Senior Project Engineer,16,190000,UK,Mixed
1573,31,Male,Master's Degree,Senior Project Engineer,6,125000,Canada,Asian
1574,40,Male,PhD,Senior Software Engineer,12,160000,China,Chinese
1575,36,Male,Master's Degree,Senior Software Engineer,8,140000,UK,Welsh
1576,54,Male,PhD,Software Engineer Manager,17,195000,Canada,Asian
1577,27,Male,Bachelor's Degree,Front end Developer,2,70000,Australia,Australian
1578,28,Male,Bachelor's Degree,Front end Developer,2,70000,USA,African American
1579,44,Male,Master's Degree,Senior Project Engineer,11,170000,China,White
1580,43,Male,PhD,Senior Project Engineer,13,185000,China,Chinese
1581,54,Male,PhD,Software Engineer Manager,17,195000,UK,Asian
1582,32,Male,Master's Degree,Back end Developer,6,130000,Australia,Australian
1583,38,Male,Master's Degree,Senior Software Engineer,10,155000,UK,Mixed
1584,49,Male,PhD,Software Engineer Manager,15,185000,UK,Mixed
1585,27,Male,Bachelor's Degree,Front end Developer,3,80000,Canada,Black
1586,54,Male,PhD,Software Engineer Manager,17,195000,Australia,White
